SO2,CO,NO2,SO4
6603.288598,7322.834269,8164.949854,9151.758024
6675.487404,7406.316872,8262.952711,9268.248455
6746.616495,7488.440844,8359.246917,9382.58267
6816.664966,7569.179011,8453.781922,9494.675569
6885.624448,7648.507285,8546.510963,9604.446747
6953.489103,7726.404689,8637.391157,9711.820694
7020.255608,7802.853379,8726.383572,9816.726969
7085.923134,7877.838649,8813.453291,9919.100364
7150.493319,7951.348927,8898.569458,10018.88104
7213.970232,8023.375768,8981.705309,10116.01467
7276.360333,8093.91383,9062.838201,10210.45251
7337.67243,8162.960849,9141.949613,10302.15153
7397.91763,8230.517602,9219.025149,10391.07445
7457.109278,8296.587863,9294.054521,10477.18983
7515.262908,8361.178356,9367.031527,10560.47206
7572.396174,8424.298695,9437.954009,10640.90143
7628.528788,8485.961325,9506.823815,10718.46407
7683.682448,8546.181452,9573.646735,10793.15201
7737.880774,8604.976971,9638.432439,10864.96306
7791.149225,8662.368388,9701.194398,10933.90079
7843.515031,8718.378736,9761.949805,10999.97448
7895.007113,8773.03349,9820.719475,11063.19899
7945.656006,8826.360477,9877.527747,11123.59465
7995.493776,8878.389781,9932.402377,11181.18717
8044.553943,8929.153648,9985.374415,11236.00745
8092.871398,8978.686384,10036.47809,11288.09144
8140.482321,9027.024259,10085.75067,11337.47998
8187.424102,9074.205398,10133.23233,11384.21857
8233.735256,9120.269681,10178.96604,11428.3572
8279.455344,9165.258633,10222.99736,11469.95016
8324.624892,9209.215322,10265.37435,11509.05573
8369.28531,9252.184249,10306.1474,11545.73605
8413.478814,9294.211242,10345.36907,11580.05682
8457.24835,9335.34335,10383.09392,11612.08705
8500.637513,9375.628738,10419.37841,11641.89885
8543.690476,9415.116579,10454.28069,11669.56715
8586.451914,9453.856953,10487.86045,11695.16947
8628.966933,9491.900747,10520.17879,11718.78561
8671.281004,9529.299549,10551.29808,11740.49748
8713.439887,9566.105557,10581.28173,11760.38877
8755.489573,9602.371476,10610.19415,11778.54477
8797.476217,9638.150433,10638.10052,11795.05207
8839.446078,9673.49588,10665.06669,11809.99838
8881.445458,9708.46151,10691.15903,11823.47224
8923.520647,9743.101174,10716.44431,11835.56286
8965.71787,9777.468795,10740.98954,11846.35985
9008.083234,9811.618296,10764.8619,11855.95307
9050.662677,9845.603523,10788.12855,11864.43237
9093.501926,9879.478175,10810.8566,11871.88746
9136.646448,9913.295736,10833.11293,11878.40771
9180.141411,9947.109411,10854.96413,11884.08199
9224.031646,9980.972071,10876.47641,11888.99849
9268.361606,10014.93619,10897.71547,11893.24463
9313.175334,10049.05379,10918.74646,11896.90686
9358.516434,10083.37641,10939.63386,11900.07059
9404.428036,10117.95505,10960.44146,11902.82003
9450.95277,10152.84009,10981.23224,11905.23813
9498.132745,10188.08134,11002.06835,11907.40645
9546.00952,10223.72791,11023.01102,11909.40513
9594.624086,10259.82825,11044.12055,11911.31273
9644.01685,10296.43007,11065.45623,11913.20625
9694.227611,10333.58035,11087.07632,11915.16102
9745.295551,10371.32528,11109.03799,11917.25068
9797.259219,10409.71029,11131.39733,11919.54712
9850.15652,10448.77999,11154.2093,11922.12048
9904.024707,10488.57817,11177.52769,11925.03906
9958.900367,10529.14778,11201.40516,11928.3694
10014.81942,10570.53094,11225.89315,11932.17616
10071.81712,10612.76892,11251.04193,11936.5222
10129.92802,10655.90211,11276.90057,11941.46854
10189.18602,10699.97006,11303.51694,11947.07437
10249.62432,10745.01146,11330.93771,11953.39704
10311.27544,10791.06413,11359.20836,11960.49213
10374.17121,10838.16503,11388.37314,11968.41341
10438.34281,10886.35026,11418.47517,11977.21288
10503.82069,10935.65508,11449.55635,11986.9408
10570.63468,10986.11387,11481.65743,11997.64573
10638.8139,11037.76022,11514.81802,12009.37453
10708.38682,11090.62684,11549.07657,12022.17241
10779.38125,11144.74564,11584.47043,12036.08297
10851.82434,11200.14773,11621.03586,12051.14821
10925.74259,11256.8634,11658.808,12067.40862
11001.16188,11314.92214,11697.82097,12084.90314
11078.10744,11374.3527,11738.10783,12103.66929
11156.60386,11435.18304,11779.70063,12123.74315
11236.67515,11497.44036,11822.63042,12145.1594
11318.3447,11561.15115,11866.92729,12167.9514
11401.63528,11626.34117,11912.62038,12192.15122
11486.5691,11693.03547,11959.7379,12217.78966
11573.16777,11761.2584,12008.30719,12244.89631
11661.45235,11831.03365,12058.35468,12273.49959
11751.44332,11902.38424,12109.90599,12303.62681
11843.16062,11975.33255,12162.9859,12335.30419
11936.62366,12049.90034,12217.6184,12368.55688
12031.85129,12126.10873,12273.8267,12403.40906
12128.86187,12203.97827,12331.6333,12439.88394
12227.67324,12283.52892,12391.05993,12478.00381
12328.30274,12364.78006,12452.12767,12517.79007
12430.7672,12447.75054,12514.85691,12559.26329
12535.08301,12532.45867,12579.26739,12602.44323
12641.26605,12618.92224,12645.37823,12647.34889
12749.33176,12707.15854,12713.20796,12693.99853
12859.29513,12797.18437,12782.77454,12742.40972
12971.1707,12889.01604,12854.09536,12792.59937
13084.97257,12982.66942,12927.1873,12844.58375
13200.71442,13078.15995,13002.06672,12898.37857
13318.40954,13175.50259,13078.7495,12953.99896
13438.07078,13274.71194,13157.25105,13011.4595
13559.7106,13375.80216,13237.58634,13070.77431
13683.34108,13478.78704,13319.76992,13131.95701
13808.97392,13583.67997,13403.81594,13195.02081
13936.62042,13690.494,13489.73816,13259.97847
14066.29154,13799.24182,13577.54996,13326.84238
14197.99787,13909.93577,13667.2644,13395.62459
14331.74965,14022.58788,13758.89419,13466.33679
14467.55676,14137.20984,13852.45174,13538.99038
14605.42876,14253.81306,13947.94915,13613.59644
14745.37487,14372.40863,14045.39825,13690.16583
14887.40397,14493.00736,14144.8106,13768.70914
15031.52462,14615.61981,14246.19752,13849.23674
15177.74508,14740.25622,14349.57009,13931.75883
15326.07327,14866.92662,14454.93917,14016.28539
15476.51681,14995.64078,14562.31541,14102.82628
15629.08302,15126.4082,14671.70926,14191.39117
15783.77891,15259.23817,14783.131,14281.98966
15940.61119,15394.13977,14896.59074,14374.63119
16099.58629,15531.12181,15012.09843,14469.32516
16260.71033,15670.19292,15129.66385,14566.08085
16423.98912,15811.36153,15249.29669,14664.90751
16589.42822,15954.63584,15371.00646,14765.81433
16757.03287,16100.02386,15494.80258,14868.81048
16926.80802,16247.53341,15620.69437,14973.90508
17098.75834,16397.17211,15748.69101,15081.10728
17272.8882,16548.94742,15878.80163,15190.42621
17449.2017,16702.86658,16011.03524,15301.87103
17627.70262,16858.93666,16145.40078,15415.45092
17808.39446,17017.16455,16281.90711,15531.1751
17991.28041,17177.55698,16420.56304,15649.05283
18176.36338,17340.12046,16561.37729,15769.09343
18363.64596,17504.86135,16704.35853,15891.30627
18553.13043,17671.78583,16849.51537,16015.70081
18744.81876,17840.89988,16996.85636,16142.28656
18938.71262,18012.20931,17146.39001,16271.07315
19134.81332,18185.71975,17298.12477,16402.07027
19333.12187,18361.43663,17452.06903,16535.2877
19533.63894,18539.3652,17608.23116,16670.73535
19736.36483,18719.51049,17766.61945,16808.4232
19941.29951,18901.87735,17927.24214,16948.36135
20148.44259,19086.47041,18090.10744,17090.56
20357.79328,19273.2941,18255.22348,17235.02948
20569.35045,19462.35261,18422.59834,17381.78021
20783.11254,19653.64991,18592.24003,17530.82273
20999.0776,19847.18973,18764.1565,17682.16767
21217.24328,20042.97554,18938.35561,17835.8258
21437.60677,20241.01057,19114.84515,17991.80798
21660.16485,20441.29777,19293.6328,18150.12515
21884.91382,20643.83981,19474.72616,18310.78838
22111.84953,20848.63905,19658.1327,18473.8088
22340.96735,21055.69756,19843.85978,18639.19762
22572.26212,21265.01708,20031.91462,18806.96614
22805.7282,21476.59901,20222.30428,18977.1257
23041.3594,21690.4444,20415.03569,19149.68769
23279.14901,21906.55393,20610.11556,19324.66353
23519.08971,22124.9279,20807.55043,19502.06466
23761.17366,22345.56619,21007.34663,19681.90252
24005.39237,22568.46827,21209.51027,19864.18854
24251.73676,22793.63319,21414.04719,20048.93409
24500.19713,23021.05951,21620.96298,20236.15052
24750.76311,23250.74533,21830.26295,20425.84909
25003.42367,23482.68826,22041.9521,20618.04095
25258.16709,23716.8854,22256.03513,20812.73716
25514.98095,23953.3333,22472.51638,21009.94864
25773.85211,24192.02798,22691.39982,21209.68613
26034.76669,24432.96486,22912.68907,21411.96024
26297.71002,24676.1388,23136.38733,21616.78133
26562.6667,24921.54404,23362.4974,21824.15958
26829.6205,25169.17417,23591.02161,22034.10491
27098.55436,25419.02215,23821.96186,22246.62702
27369.45042,25671.08025,24055.31959,22461.7353
27642.28992,25925.34007,24291.0957,22679.43889
27917.05326,26181.79248,24529.29062,22899.74661
28193.71991,26440.4276,24769.90423,23122.66698
28472.26845,26701.23481,25012.93586,23348.20821
28752.67647,26964.2027,25258.38428,23576.37816
29034.92066,27229.31905,25506.24766,23807.18435
29318.97668,27496.57081,25756.52357,24040.63399
29604.81919,27765.94408,26009.20894,24276.73389
29892.42183,28037.42405,26264.30004,24515.49054
30181.75718,28310.995,26521.79247,24756.91002
30472.79676,28586.64028,26781.68111,25000.99808
30765.51096,28864.34225,27043.96012,25247.76004
31059.86907,29144.08226,27308.62286,25497.20082
31355.83923,29425.84061,27575.66188,25749.32493
31653.38841,29709.59652,27845.06892,26004.13641
31952.48239,29995.32809,28116.83477,26261.63882
32253.08574,30283.01225,28390.94932,26521.83519
32555.16179,30572.62476,28667.40144,26784.728
32858.67263,30864.14011,28946.17897,27050.31907
33163.57906,31157.53153,29227.26862,27318.60957
33469.8406,31452.7709,29510.65595,27589.59988
33777.41547,31749.82876,29796.32526,27863.28953
34086.26056,32048.67424,30084.25954,28139.67713
34396.33144,32349.275,30374.44041,28418.76024
34707.58234,32651.59723,30666.84801,28700.53525
35019.96615,32955.6056,30961.46096,28984.99729
35333.43441,33261.26319,31258.25624,29272.14011
35647.93731,33568.5315,31557.20915,29561.9559
35963.4237,33877.3704,31858.29321,29854.43518
36279.84112,34187.73809,32161.48009,30149.5667
36597.13575,34499.5911,32466.73953,30447.33719
36915.25249,34812.88425,32774.03925,30747.73134
37234.13495,35127.57064,33083.34492,31050.73153
37553.72548,35443.60165,33394.62004,31356.3178
37873.96519,35760.92692,33707.82594,31664.4676
38194.79399,36079.49436,34022.92167,31975.15573
38516.15065,36399.25013,34339.86398,32288.35416
38837.97281,36720.13871,34658.60727,32604.03192
39160.19702,37042.10287,34979.10355,32922.15497
39482.75885,37365.08369,35301.30243,33242.68607
39805.59287,37689.02066,35625.15108,33565.58472
40128.63276,38013.85163,35950.59423,33890.807
40451.81137,38339.51293,36277.5742,34218.30553
40775.06077,38665.93938,36606.03086,34548.02939
41098.31232,38993.06439,36935.90171,34879.92406
41421.49677,39320.81999,37267.12185,35213.93136
41744.5443,39649.13693,37599.6241,35549.98943
42067.38463,39977.94475,37933.33899,35888.03273
42389.9471,40307.17187,38268.19489,36227.99199
42712.16074,40636.74572,38604.11805,36569.79433
43033.95434,40966.59277,38941.0327,36913.36318
43355.25659,41296.6387,39278.86118,37258.61843
43675.99612,41626.80848,39617.52402,37605.47648
43996.10157,41957.02649,39956.94012,37953.85032
44315.50176,42287.21666,40297.02685,38303.64969
44634.12568,42617.30255,40637.70021,38654.7812
44951.90261,42947.20751,40978.875,39007.1485
45268.76225,43276.85479,41320.46501,39360.6525
45584.6347,43606.16768,41662.38314,39715.19154
45899.45062,43935.06962,42004.54167,40070.66166
46213.14128,44263.48434,42346.8524,40426.95683
46525.6386,44591.33599,42689.22685,40783.96927
46836.87527,44918.54924,43031.5765,41141.58969
47146.78476,45245.04942,43373.81298,41499.70767
47455.3014,45570.76266,43715.84825,41858.21196
47762.36044,45895.61592,44057.59489,42216.99082
48067.89806,46219.53719,44398.96621,42575.93241
48371.85147,46542.45554,44739.87654,42934.92515
48674.15889,46864.30123,45080.24139,43293.85811
48974.75961,47185.00577,45419.97764,43652.62137
49273.59399,47504.50203,45759.00375,44011.10644
49570.60351,47822.7243,46097.23995,44369.20661
49865.73077,48139.60833,46434.60836,44726.81737
50158.91946,48455.09142,46771.03318,45083.83674
50450.11443,48769.11241,47106.44085,45440.16565
50739.26163,49081.61177,47440.76014,45795.70827
51026.30811,49392.53156,47773.92226,46150.37237
51311.20204,49701.81549,48105.861,46504.06954
51593.89265,50009.4089,48436.51277,46856.71555
51874.33022,50315.25875,48765.81666,47208.23054
52152.46606,50619.3136,49093.71451,47558.53922
52428.25249,50921.5236,49420.15087,47907.57111
52701.64276,51221.84044,49745.07309,48255.26064
52972.59106,51520.21731,50068.43122,48601.54722
53241.05248,51816.60883,50390.17804,48946.37538
53506.98293,52110.97103,50710.26895,49289.69473
53770.33914,52403.26123,51028.66195,49631.46
54031.07858,52693.43804,51345.31751,49971.63093
54289.15946,52981.4612,51660.19851,50310.17223
54544.54064,53267.29155,51973.27008,50647.0534
54797.18162,53550.89096,52284.4995,50982.2486
55047.04247,53832.22219,52593.85603,51315.73646
55294.08383,54111.24884,52901.3108,51647.49979
55538.26681,54387.93523,53206.8366,51977.52541
55779.553,54662.24634,53510.40775,52305.80377
56017.90442,54934.1477,53811.99988,52632.32871
56253.28347,55203.60529,54111.5898,52957.0971
56485.65292,55470.5855,54409.15528,53280.10852
56714.97587,55735.05496,54704.67488,53601.36488
56941.21573,55996.98054,54998.12779,53920.87007
57164.33618,56256.32923,55289.49359,54238.62958
57384.30118,56513.06805,55578.75214,54554.65015
57601.07493,56767.16402,55865.88334,54868.93937
57814.62188,57018.58408,56150.86701,55181.50536
58024.9067,57267.29499,56433.68271,55492.35634
58231.89428,57513.26333,56714.30959,55801.50034
58435.54975,57756.45543,56992.72624,56108.94486
58635.83845,57996.83731,57268.91053,56414.69652
58832.72596,58234.37468,57542.83953,56718.76076
59026.1781,58469.03286,57814.48938,57021.14157
59216.16096,58700.7768,58083.83513,57321.84121
59402.64089,58929.57104,58350.85073,57620.85996
59585.58453,59155.3797,58615.50888,57918.1959
59764.95884,59378.16649,58877.781,58213.84471
59940.73113,59597.89468,59137.63715,58507.79945
60112.86907,59814.52713,59395.04596,58800.05045
60281.34073,60028.02632,59649.97465,59090.58516
60446.11462,60238.35432,59902.38895,59379.38799
60607.15973,60445.47285,60152.25312,59666.44027
60764.44554,60649.34329,60399.5299,59951.72017
60917.94209,60849.92674,60644.18058,60235.20259
61067.62,61047.18402,60886.16495,60516.8592
61213.45054,61241.07576,61125.44138,60796.65839
61355.40562,61431.5624,61361.96681,61074.56527
61493.4579,61618.60425,61595.69682,61350.54169
61627.58079,61802.16157,61826.58566,61624.5463
61757.74852,61982.19463,62054.58633,61896.53456
61883.93617,62158.66371,62279.65062,62166.45884
62006.11972,62331.52922,62501.7292,62434.26849
62124.27609,62500.75176,62720.77167,62699.90991
62238.38321,62666.29216,62936.72668,62963.32668
62348.42005,62828.11154,63149.54199,63224.45962
62454.36664,62986.17144,63359.16456,63483.24698
62556.20416,63140.43383,63565.54066,63739.62451
62653.91495,63290.86117,63768.61595,63993.52561
62747.48258,63437.41655,63968.33559,64244.88146
62836.89183,63580.06371,64164.64435,64493.6212
62922.12883,63718.7671,64357.4867,64739.67204
63003.18099,63853.49199,64546.80694,64982.95943
63080.03711,63984.20452,64732.54926,65223.40721
63152.68739,64110.87175,64914.6579,65460.93779
63221.12345,64233.46176,65093.07725,65695.47228
63285.33839,64351.94372,65267.75192,65926.93067
63345.32679,64466.2879,65438.6269,66155.23201
63401.08474,64576.46579,65605.64763,66380.29455
63452.6099,64682.45015,65768.76012,66602.03589
63499.90146,64784.21505,65927.91107,66820.3732
63542.96023,64881.73594,66083.04794,67035.22334
63581.78858,64974.98971,66234.11909,67246.50301
63616.39052,65063.95472,66381.07387,67454.12896
63646.77171,65148.61089,66523.8627,67658.01812
63672.93939,65228.93971,66662.43717,67858.08774
63694.90251,65304.9243,66796.75016,68054.25559
63712.67164,65376.54947,66926.75591,68246.44006
63726.25899,65443.80171,67052.41012,68434.56037
63735.67847,65506.66927,67173.67,68618.53665
63740.9456,65565.1422,67290.4944,68798.29014
63742.07758,65619.21233,67402.84387,68973.7433
63739.09323,65668.87336,67510.68071,69144.81995
63732.01302,65714.12083,67613.9691,69311.44542
63720.85904,65754.95217,67712.67509,69473.54664
63705.65498,65791.36673,67806.76673,69631.05231
63686.42614,65823.36574,67896.2141,69783.893
63663.19937,65850.95241,67980.98937,69932.00127
63636.0031,65874.13184,68061.06687,70075.31177
63604.86728,65892.91111,68136.4231,70213.76136
63569.82337,65907.29922,68207.03681,70347.2892
63530.90433,65917.30715,68272.88903,70475.83689
63488.14455,65922.9478,68333.9631,70599.34848
63441.57986,65924.23601,68390.24471,70717.77066
63391.24749,65921.18855,68441.72192,70831.05276
63337.18604,65913.82411,68488.38521,70939.14687
63279.43541,65902.16328,68530.22745,71042.00789
63218.03681,65886.22854,68567.24397,71139.59363
63153.03272,65866.04424,68599.43253,71231.86484
63084.46682,65841.63655,68626.79335,71318.78527
63012.38396,65813.03348,68649.32913,71400.32175
62936.83016,65780.26483,68667.045,71476.4442
62857.8525,65743.36215,68679.94857,71547.12569
62775.49915,65702.35872,68688.04989,71612.34248
62689.81926,65657.28953,68691.36145,71672.07404
62600.86296,65608.19121,68689.89817,71726.30307
62508.6813,65555.10203,68683.67736,71775.01553
62413.32622,65498.06183,68672.71874,71818.20065
62314.85047,65437.112,68657.04436,71855.85095
62213.3076,65372.29542,68636.67862,71887.96221
62108.7519,65303.65643,68611.64823,71914.53351
62001.23833,65231.24078,68581.98213,71935.56719
61890.82253,65155.09557,68547.71154,71951.06886
61777.56071,65075.26923,68508.86982,71961.04737
61661.50965,64991.81144,68465.4925,71965.5148
61542.72663,64904.7731,68417.61722,71964.48643
61421.26938,64814.20626,68365.28365,71957.98069
61297.19606,64720.16411,68308.53349,71946.01917
61170.56518,64622.70085,68247.41036,71928.62652
61041.43557,64521.87174,68181.95982,71905.83046
60909.86636,64417.73295,68112.22923,71877.6617
60775.91688,64310.34156,68038.26777,71844.15392
60639.64666,64199.7555,67960.12631,71805.34366
60501.11537,64086.03348,67877.85741,71761.27033
60360.38279,63969.23495,67791.51523,71711.97608
60217.50873,63849.42003,67701.15546,71657.50579
60072.55305,63726.64949,67606.83528,71597.90698
59925.57555,63600.98464,67508.61325,71533.22973
59776.63599,63472.48733,67406.54931,71463.5266
59625.79401,63341.21987,67300.70465,71388.85259
59473.10913,63207.24497,67191.1417,71309.26504
59318.64065,63070.62572,67077.92399,71224.82352
59162.44768,62931.42551,66961.11616,71135.58981
59004.58908,62789.70797,66840.78384,71041.62775
58845.12341,62645.53695,66716.9936,70943.0032
58684.10891,62498.97646,66589.81289,70839.78395
58521.60348,62350.09062,66459.30996,70732.03959
58357.66462,62198.94358,66325.55378,70619.84148
58192.34942,62045.59953,66188.61401,70503.2626
58025.71453,61890.12261,66048.5609,70382.37752
57857.81613,61732.57691,65905.46523,70257.26226
57688.70989,61573.02635,65759.39826,70127.99421
57518.45096,61411.53471,65610.43166,69994.65206
57347.09395,61248.16556,65458.63743,69857.3157
57174.69287,61082.98223,65304.08787,69716.06611
57001.30117,60916.04773,65146.85546,69570.98528
56826.97164,60747.42478,64987.01288,69422.15613
56651.75648,60577.17571,64824.63289,69269.66242
56475.70718,60405.36245,64659.78828,69113.58865
56298.8746,60232.04651,64492.55184,68954.01997
56121.30887,60057.28892,64322.99629,68791.04212
55943.05943,59881.15022,64151.1942,68624.74131
55764.17501,59703.6904,63977.21799,68455.20415
55584.70356,59524.96891,63801.13983,68282.51759
55404.6923,59345.0446,63623.03161,68106.7688
55224.18771,59163.9757,63442.96491,67928.04513
55043.23545,58981.81982,63261.0109,67746.434
54861.88043,58798.63386,63077.24038,67562.02284
54680.16675,58614.47408,62891.72364,67374.89903
54498.1377,58429.396,62704.53048,67185.14978
54315.83579,58243.45441,62515.73017,66992.86212
54133.30267,58056.70336,62325.39138,66798.1228
53950.57921,57869.19612,62133.58214,66601.01823
53767.70543,57680.98518,61940.36987,66401.63442
53584.72052,57492.12222,61745.82126,66200.0569
53401.66285,57302.65811,61550.00228,65996.37069
53218.56994,57112.64289,61352.97817,65790.66023
53035.47849,56922.12576,61154.81336,65583.00932
52852.42435,56731.15505,60955.5715,65373.50107
52669.44252,56539.77823,60755.31537,65162.21787
52486.56719,56348.04193,60554.10692,64949.24131
52303.8317,56155.99185,60352.0072,64734.65215
52121.26855,55963.67283,60149.07637,64518.53028
51938.90943,55771.12882,59945.37364,64300.95468
51756.78517,55578.40284,59740.95732,64082.00336
51574.92582,55385.53705,59535.88472,63861.75336
51393.36056,55192.57266,59330.21222,63640.2807
51212.11781,54999.55001,59123.99516,63417.66032
51031.22513,54806.50851,58917.28793,63193.96608
50850.7093,54613.48664,58710.14388,62969.27074
50670.59633,54420.52202,58502.61535,62743.64592
50490.91139,54227.65131,58294.75365,62517.16205
50311.6789,54034.91029,58086.60905,62289.88839
50132.92251,53842.33382,57878.23077,62061.89301
49954.66509,53649.95587,57669.667,61833.24274
49776.92875,53457.80951,57460.96486,61604.00315
49599.73488,53265.92692,57252.17043,61374.23858
49423.10409,53074.33936,57043.32871,61144.01211
49247.05631,52883.07725,56834.48368,60913.38552
49071.6107,52692.17011,56625.67823,60682.4193
48896.78576,52501.6466,56416.9542,60451.17266
48722.59927,52311.5345,56208.35239,60219.7035
48549.06831,52121.86076,55999.91254,59988.06841
48376.20932,51932.65148,55791.67333,59756.32268
